[f1] group self-checks PASS: |G48|=48 verified elementwise (Hamming isometry 64x64, 32-pair closure, pair-0 fixed, rev-commutation); quotient = 24 pair-perms, closed under composition, kernel {id,rev}
[f1] pair-orbits of the 31 free pairs: 3:[3,7,11] 3:[4,6,21] 3:[13,14,30] 4:[5,8,26,31] 6:[1,9,17,19,22,25] 6:[2,12,16,18,24,28] 6:[10,15,20,23,27,29]
19845	cd=23	16,2,47,61,59,55,31,62,4,8,32,1,33,30,12,51,18,45
record	m=32	2,16,61,47,55,59,31,62,4,8,32,1,33,30,12,51,18,45
12296	cd=23	1,32,62,31,61,47,59,55,4,8,2,16,18,45,12,51,33,30
record	m=16	32,1,31,62,61,47,55,59,8,4,2,16,18,45,12,51,33,30
20418	cd=23	4,8,59,55,31,62,61,47,2,16,1,32,33,30,12,51,18,45
record	m=16	4,8,59,55,31,62,61,47,2,16,32,1,33,30,12,51,18,45
10631	cd=31	2,16,1,32,47,61,59,55,62,31,4,8,12,51,18,45,33,30
record	m=64	2,16,32,1,61,47,55,59,31,62,4,8,12,51,18,45,33,30
13918	cd=31	12,51,59,55,62,31,1,32,2,16,4,8,47,61,45,18,30,33
record	m=32	12,51,55,59,31,62,32,1,2,16,4,8,61,47,45,18,30,33
1152	cd=31	18,45,61,47,8,4,16,2,32,1,59,55,62,31,30,33,51,12
record	m=64	18,45,61,47,4,8,2,16,32,1,55,59,31,62,30,33,51,12
672	cd=31	33,30,62,31,16,2,32,1,8,4,55,59,47,61,45,18,51,12
record	m=32	33,30,31,62,2,16,32,1,4,8,59,55,61,47,45,18,51,12
1542	cd=23	18,45,47,61,16,2,4,8,32,1,59,55,31,62,30,33,51,12
record	m=32	18,45,61,47,2,16,4,8,32,1,55,59,31,62,30,33,51,12
3011	cd=31	33,30,18,45,47,61,62,31,2,16,4,8,32,1,55,59,51,12
record	m=64	33,30,18,45,61,47,31,62,2,16,4,8,32,1,55,59,51,12
22815	cd=23	32,1,31,62,55,59,61,47,4,8,16,2,18,45,33,30,12,51
record	m=32	32,1,31,62,55,59,61,47,4,8,2,16,18,45,33,30,12,51
5808	cd=31	12,51,33,30,62,31,59,55,1,32,16,2,8,4,61,47,45,18
record	m=64	12,51,33,30,31,62,55,59,32,1,2,16,4,8,61,47,45,18
277	cd=31	33,30,31,62,8,4,32,1,16,2,55,59,61,47,45,18,51,12
record	m=64	33,30,31,62,4,8,32,1,2,16,55,59,61,47,45,18,51,12
5017	cd=31	12,51,55,59,47,61,16,2,32,1,4,8,62,31,30,33,45,18
record	m=32	12,51,55,59,61,47,2,16,32,1,4,8,31,62,30,33,45,18
14310	cd=31	12,51,18,45,61,47,55,59,16,2,1,32,8,4,62,31,30,33
record	m=64	12,51,18,45,61,47,55,59,2,16,32,1,4,8,31,62,30,33
14318	cd=31	12,51,18,45,61,47,55,59,2,16,1,32,8,4,62,31,30,33
record	m=64	12,51,18,45,61,47,55,59,2,16,32,1,4,8,31,62,30,33
24488	cd=31	16,2,31,62,47,61,55,59,8,4,32,1,33,30,18,45,12,51
record	m=32	2,16,31,62,61,47,55,59,8,4,32,1,33,30,18,45,12,51
23471	cd=23	8,4,55,59,47,61,62,31,1,32,2,16,18,45,33,30,12,51
record	m=16	4,8,59,55,61,47,31,62,32,1,2,16,18,45,33,30,12,51
16309	cd=23	12,51,18,45,61,47,2,16,32,1,8,4,55,59,31,62,30,33
record	m=16	12,51,18,45,61,47,2,16,32,1,4,8,59,55,31,62,30,33
23409	cd=31	4,8,1,32,59,55,61,47,62,31,2,16,18,45,33,30,12,51
record	m=64	4,8,32,1,55,59,61,47,31,62,2,16,18,45,33,30,12,51
18567	cd=23	32,1,31,62,47,61,55,59,16,2,4,8,12,51,33,30,18,45
record	m=32	32,1,31,62,61,47,55,59,2,16,4,8,12,51,33,30,18,45
10013	cd=23	32,1,31,62,59,55,61,47,2,16,8,4,12,51,18,45,33,30
record	m=16	32,1,31,62,55,59,61,47,2,16,4,8,12,51,18,45,33,30
5913	cd=23	33,30,12,51,55,59,31,62,32,1,8,4,2,16,61,47,45,18
record	m=16	33,30,12,51,55,59,31,62,32,1,4,8,2,16,61,47,45,18
3060	cd=31	18,45,33,30,62,31,61,47,32,1,4,8,16,2,55,59,51,12
record	m=64	18,45,33,30,31,62,61,47,32,1,4,8,2,16,55,59,51,12
13277	cd=31	18,45,47,61,62,31,16,2,4,8,1,32,55,59,51,12,30,33
record	m=64	18,45,61,47,31,62,2,16,4,8,32,1,55,59,51,12,30,33
10363	cd=31	1,32,2,16,61,47,59,55,31,62,8,4,12,51,18,45,33,30
record	m=32	32,1,2,16,61,47,55,59,31,62,4,8,12,51,18,45,33,30
15862	cd=31	12,51,18,45,61,47,55,59,2,16,1,32,4,8,31,62,30,33
record	m=64	12,51,18,45,61,47,55,59,2,16,32,1,4,8,31,62,30,33
10794	cd=23	16,2,1,32,47,61,62,31,59,55,4,8,12,51,18,45,33,30
record	m=32	2,16,32,1,61,47,31,62,55,59,8,4,12,51,18,45,33,30
22837	cd=23	32,1,31,62,59,55,47,61,4,8,16,2,18,45,33,30,12,51
record	m=32	32,1,31,62,55,59,61,47,4,8,2,16,18,45,33,30,12,51
12766	cd=31	18,45,61,47,62,31,1,32,4,8,2,16,59,55,51,12,30,33
record	m=32	18,45,61,47,31,62,32,1,4,8,2,16,55,59,51,12,30,33
1187	cd=31	18,45,47,61,32,1,2,16,4,8,59,55,62,31,30,33,51,12
record	m=32	18,45,61,47,32,1,2,16,4,8,59,55,31,62,30,33,51,12
14119	cd=23	12,51,59,55,4,8,2,16,32,1,31,62,47,61,45,18,30,33
record	m=16	12,51,55,59,8,4,2,16,32,1,31,62,61,47,45,18,30,33
13876	cd=23	12,51,59,55,62,31,4,8,1,32,16,2,47,61,45,18,30,33
record	m=32	12,51,55,59,31,62,4,8,32,1,2,16,61,47,45,18,30,33
16470	cd=23	18,45,12,51,55,59,8,4,2,16,32,1,47,61,31,62,30,33
record	m=32	18,45,12,51,55,59,8,4,2,16,32,1,61,47,31,62,30,33
1450	cd=31	18,45,61,47,55,59,16,2,1,32,8,4,31,62,30,33,51,12
record	m=64	18,45,61,47,55,59,2,16,32,1,4,8,31,62,30,33,51,12
10323	cd=31	2,16,32,1,31,62,55,59,47,61,8,4,12,51,18,45,33,30
record	m=32	2,16,32,1,31,62,55,59,61,47,4,8,12,51,18,45,33,30
12501	cd=23	1,32,8,4,55,59,31,62,61,47,2,16,18,45,12,51,33,30
record	m=16	32,1,4,8,59,55,31,62,61,47,2,16,18,45,12,51,33,30
4648	cd=31	33,30,62,31,16,2,1,32,8,4,47,61,55,59,51,12,45,18
record	m=64	33,30,31,62,2,16,32,1,4,8,61,47,55,59,51,12,45,18
284	cd=31	33,30,62,31,8,4,1,32,16,2,55,59,61,47,45,18,51,12
record	m=64	33,30,31,62,4,8,32,1,2,16,55,59,61,47,45,18,51,12
22926	cd=23	4,8,59,55,47,61,62,31,1,32,16,2,18,45,33,30,12,51
record	m=16	4,8,59,55,61,47,31,62,32,1,2,16,18,45,33,30,12,51
22922	cd=31	8,4,61,47,55,59,62,31,1,32,16,2,18,45,33,30,12,51
record	m=32	4,8,61,47,55,59,31,62,32,1,2,16,18,45,33,30,12,51
384	cd=31	33,30,62,31,55,59,8,4,16,2,32,1,47,61,45,18,51,12
record	m=32	33,30,31,62,55,59,8,4,2,16,32,1,61,47,45,18,51,12
14467	cd=23	12,51,18,45,47,61,55,59,2,16,4,8,1,32,62,31,30,33
record	m=32	12,51,18,45,61,47,55,59,2,16,4,8,32,1,31,62,30,33
#provenance	engine=solve.c/kc	branch=v4-compiler	git=<GIT>	source_sha=<SRC>	n=9	convention=V4_CONVENTION_FREEZE_RECONCILED_2026_07_14(repr=orient-lex-min,slot-0-only)	validity=C1C2C4C5+walk-cd<=31(walk-functional-units;see-module-header)
