[f1] group self-checks PASS: |G48|=48 verified elementwise (Hamming isometry 64x64, 32-pair closure, pair-0 fixed, rev-commutation); quotient = 24 pair-perms, closed under composition, kernel {id,rev}
[f1] pair-orbits of the 31 free pairs: 3:[3,7,11] 3:[4,6,21] 3:[13,14,30] 4:[5,8,26,31] 6:[1,9,17,19,22,25] 6:[2,12,16,18,24,28] 6:[10,15,20,23,27,29]
162	cd=39	33,30,62,31,4,8,16,2,32,1,59,55,61,47,45,18,51,12
record	m=64	33,30,31,62,4,8,2,16,32,1,55,59,61,47,45,18,51,12
16108	cd=31	12,51,18,45,61,47,8,4,2,16,32,1,59,55,31,62,30,33
record	m=64	12,51,18,45,61,47,4,8,2,16,32,1,55,59,31,62,30,33
20768	cd=39	8,4,16,2,1,32,59,55,61,47,62,31,30,33,12,51,18,45
record	m=128	4,8,2,16,32,1,55,59,61,47,31,62,30,33,51,12,18,45
16935	cd=39	4,8,1,32,16,2,55,59,47,61,62,31,30,33,51,12,18,45
record	m=128	4,8,32,1,2,16,55,59,61,47,31,62,30,33,51,12,18,45
22865	cd=31	4,8,1,32,59,55,61,47,62,31,16,2,18,45,33,30,12,51
record	m=64	4,8,32,1,55,59,61,47,31,62,2,16,18,45,33,30,12,51
15419	cd=39	12,51,55,59,31,62,47,61,4,8,1,32,2,16,18,45,30,33
record	m=64	12,51,55,59,31,62,61,47,4,8,32,1,2,16,18,45,30,33
9138	cd=39	16,2,8,4,32,1,61,47,31,62,55,59,51,12,45,18,33,30
record	m=128	2,16,4,8,32,1,61,47,31,62,55,59,51,12,18,45,33,30
16374	cd=39	51,12,45,18,2,16,32,1,4,8,61,47,55,59,31,62,30,33
record	m=128	51,12,45,18,2,16,32,1,4,8,61,47,55,59,31,62,30,33
11297	cd=39	4,8,16,2,1,32,59,55,62,31,47,61,45,18,12,51,33,30
record	m=128	4,8,2,16,32,1,55,59,31,62,61,47,45,18,51,12,33,30
21665	cd=39	4,8,32,1,16,2,55,59,47,61,62,31,30,33,45,18,12,51
record	m=128	4,8,32,1,2,16,55,59,61,47,31,62,30,33,18,45,12,51
18430	cd=31	16,2,32,1,47,61,59,55,31,62,8,4,12,51,33,30,18,45
record	m=64	2,16,32,1,61,47,55,59,31,62,4,8,12,51,33,30,18,45
23390	cd=39	32,1,55,59,61,47,31,62,4,8,2,16,18,45,33,30,12,51
record	m=64	32,1,55,59,61,47,31,62,4,8,2,16,18,45,33,30,12,51
12297	cd=23	32,1,31,62,61,47,59,55,4,8,2,16,18,45,12,51,33,30
record	m=16	32,1,31,62,61,47,55,59,8,4,2,16,18,45,12,51,33,30
5566	cd=39	51,12,8,4,2,16,32,1,55,59,61,47,31,62,30,33,45,18
record	m=64	51,12,4,8,2,16,32,1,55,59,61,47,31,62,30,33,45,18
6565	cd=39	33,30,12,51,55,59,16,2,32,1,8,4,31,62,61,47,45,18
record	m=64	33,30,12,51,55,59,2,16,32,1,4,8,31,62,61,47,45,18
13463	cd=39	12,51,55,59,31,62,2,16,4,8,32,1,61,47,45,18,30,33
record	m=64	12,51,55,59,31,62,2,16,4,8,32,1,61,47,45,18,30,33
21063	cd=39	4,8,2,16,32,1,59,55,61,47,31,62,30,33,12,51,18,45
record	m=128	4,8,2,16,32,1,55,59,61,47,31,62,30,33,51,12,18,45
18393	cd=39	2,16,32,1,59,55,31,62,47,61,8,4,12,51,33,30,18,45
record	m=64	2,16,32,1,55,59,31,62,61,47,4,8,12,51,33,30,18,45
5660	cd=39	12,51,59,55,32,1,2,16,8,4,47,61,31,62,30,33,45,18
record	m=64	12,51,55,59,32,1,2,16,4,8,61,47,31,62,30,33,45,18
5249	cd=31	12,51,55,59,2,16,8,4,32,1,47,61,62,31,30,33,45,18
record	m=64	12,51,55,59,2,16,4,8,32,1,61,47,31,62,30,33,45,18
25675	cd=39	2,16,8,4,32,1,47,61,55,59,62,31,30,33,18,45,12,51
record	m=128	2,16,4,8,32,1,61,47,55,59,31,62,30,33,18,45,12,51
3537	cd=39	18,45,33,30,31,62,8,4,16,2,1,32,61,47,55,59,51,12
record	m=64	18,45,33,30,31,62,4,8,2,16,32,1,61,47,55,59,51,12
527	cd=39	33,30,31,62,55,59,16,2,8,4,1,32,47,61,45,18,51,12
record	m=64	33,30,31,62,55,59,2,16,4,8,32,1,61,47,45,18,51,12
6240	cd=39	51,12,30,33,32,1,4,8,16,2,62,31,59,55,61,47,45,18
record	m=128	51,12,30,33,32,1,4,8,2,16,31,62,55,59,61,47,45,18
25348	cd=31	16,2,8,4,61,47,31,62,59,55,1,32,33,30,18,45,12,51
record	m=64	2,16,4,8,61,47,31,62,55,59,32,1,33,30,18,45,12,51
2556	cd=39	18,45,33,30,62,31,8,4,2,16,1,32,61,47,59,55,51,12
record	m=64	18,45,33,30,31,62,4,8,2,16,32,1,61,47,55,59,51,12
6184	cd=39	12,51,33,30,62,31,16,2,8,4,32,1,59,55,61,47,45,18
record	m=64	12,51,33,30,31,62,2,16,4,8,32,1,55,59,61,47,45,18
23630	cd=39	8,4,1,32,47,61,31,62,59,55,2,16,18,45,33,30,12,51
record	m=64	4,8,32,1,61,47,31,62,55,59,2,16,18,45,33,30,12,51
16679	cd=39	4,8,2,16,1,32,59,55,61,47,62,31,30,33,51,12,18,45
record	m=128	4,8,2,16,32,1,55,59,61,47,31,62,30,33,51,12,18,45
8455	cd=39	4,8,2,16,1,32,62,31,55,59,47,61,45,18,51,12,33,30
record	m=64	4,8,2,16,32,1,31,62,55,59,61,47,45,18,51,12,33,30
15325	cd=39	12,51,55,59,61,47,31,62,8,4,32,1,2,16,18,45,30,33
record	m=64	12,51,55,59,61,47,31,62,4,8,32,1,2,16,18,45,30,33
15841	cd=39	12,51,18,45,47,61,55,59,32,1,2,16,4,8,31,62,30,33
record	m=64	12,51,18,45,61,47,55,59,32,1,2,16,4,8,31,62,30,33
11801	cd=39	4,8,32,1,61,47,59,55,62,31,16,2,18,45,12,51,33,30
record	m=64	4,8,32,1,61,47,55,59,31,62,2,16,18,45,12,51,33,30
22828	cd=31	32,1,61,47,31,62,59,55,4,8,16,2,18,45,33,30,12,51
record	m=32	32,1,61,47,31,62,55,59,8,4,2,16,18,45,33,30,12,51
3086	cd=39	33,30,18,45,61,47,31,62,4,8,1,32,16,2,55,59,51,12
record	m=64	33,30,18,45,61,47,31,62,4,8,32,1,2,16,55,59,51,12
7083	cd=31	33,30,12,51,55,59,62,31,1,32,2,16,8,4,47,61,45,18
record	m=32	33,30,12,51,55,59,31,62,32,1,2,16,4,8,61,47,45,18
10726	cd=39	16,2,55,59,31,62,47,61,1,32,4,8,12,51,18,45,33,30
record	m=64	2,16,55,59,31,62,61,47,32,1,4,8,12,51,18,45,33,30
16725	cd=39	2,16,4,8,32,1,61,47,59,55,62,31,30,33,51,12,18,45
record	m=128	2,16,4,8,32,1,61,47,55,59,31,62,30,33,51,12,18,45
5332	cd=39	51,12,8,4,32,1,16,2,55,59,47,61,62,31,30,33,45,18
record	m=64	51,12,4,8,32,1,2,16,55,59,61,47,31,62,30,33,45,18
17442	cd=39	32,1,8,4,16,2,62,31,47,61,59,55,51,12,33,30,18,45
record	m=128	32,1,4,8,2,16,31,62,61,47,55,59,51,12,33,30,18,45
15774	cd=39	12,51,18,45,61,47,59,55,1,32,16,2,8,4,31,62,30,33
record	m=64	12,51,18,45,61,47,55,59,32,1,2,16,4,8,31,62,30,33
25111	cd=39	2,16,31,62,59,55,47,61,4,8,1,32,33,30,18,45,12,51
record	m=64	2,16,31,62,55,59,61,47,4,8,32,1,33,30,18,45,12,51
#provenance	engine=solve.c/kc	branch=v4-compiler	git=<GIT>	source_sha=<SRC>	n=9	convention=V4_CONVENTION_FREEZE_RECONCILED_2026_07_14(repr=orient-lex-min,slot-0-only)	validity=C1C2C4C5-SUPERSPACE(C3-UNFILTERED;NOT-the-ratified-C1-C5-repr(k))
